annex_code,scientific_name_original,scientific_name_corrected,page_number,remarks
BXL-ORD-2012_Annex II.2,Campanula damboldtiana Davis,Campanula damboldtiana Davis,58,
BXL-ORD-2012_Annex II.2,Campanula gelida Kovanda,Campanula gelida Kovanda,58,
BXL-ORD-2012_Annex II.2,Campanula lanata Friv.,Campanula lanata Friv.,58,
BXL-ORD-2012_Annex II.2,Campanula lycica Sorger & Kit Tan,Campanula lycica Sorger & Kit Tan,58,
BXL-ORD-2012_Annex II.2,Campanula morettiana Reichenb.,Campanula morettiana Reichenb.,58,
BXL-ORD-2012_Annex II.2,Campanula romanica Savul.,Campanula romanica Savul.,58,
BXL-ORD-2012_Annex II.2,Campanula sabatia De Not.,Campanula sabatia De Not.,58,
BXL-ORD-2012_Annex II.2,Campanula serrata (Kit.) Hendrych,Campanula serrata (Kit.) Hendrych,58,
BXL-ORD-2012_Annex II.2,Campanula zoysi Wulfen,Campanula zoysi Wulfen,58,
BXL-ORD-2012_Annex II.2,Lobelia dortmanna (L.),Lobelia dortmanna (L.),58,
BXL-ORD-2012_Annex II.2,Jasione crispa (Pourret) Samp. subsp. serpentinica Pinto da Silva,Jasione crispa (Pourret) Samp. subsp. serpentinica Pinto da Silva,58,
BXL-ORD-2012_Annex II.2,Jasione lusitanica A. DC.,Jasione lusitanica A. DC.,58,
BXL-ORD-2012_Annex II.2,Physoplexis comosa (L.) Schur.,Physoplexis comosa (L.) Schur.,58,
BXL-ORD-2012_Annex II.2,Trachelium asperuloides Boiss. & Orph.,Trachelium asperuloides Boiss. & Orph.,58,
BXL-ORD-2012_Annex II.2,Arenaria ciliata L. ssp. pseudofrigida Ostenf. & O.C. Dahl,Arenaria ciliata L. ssp. pseudofrigida Ostenf. & O.C. Dahl,58,
BXL-ORD-2012_Annex II.2,Arenaria humifusa Wahlenberg,Arenaria humifusa Wahlenberg,58,
BXL-ORD-2012_Annex II.2,Arenaria nevadensis Boiss. & Reuter,Arenaria nevadensis Boiss. & Reuter,58,
BXL-ORD-2012_Annex II.2,Arenaria provincialis Chater & Halliday,Arenaria provincialis Chater & Halliday,58,
BXL-ORD-2012_Annex II.2,Armeria maritime (Mill.) Willd.,Armeria maritime (Mill.) Willd.,58,
BXL-ORD-2012_Annex II.2,Cerastium alsinifoltum Tausch Cerasttum dinaricum G. Beck &,Cerastium alsinifoltum Tausch Cerasttum dinaricum G. Beck &,58,
BXL-ORD-2012_Annex II.2,Dianthus arenarius L. subsp. Arenarius,Dianthus arenarius L. subsp. Arenarius,58,
BXL-ORD-2012_Annex II.2,Dianthus arenarius subsp. bohemicus (Novak) O.Schwarz,Dianthus arenarius subsp. bohemicus (Novak) O.Schwarz,58,
BXL-ORD-2012_Annex II.2,Dianthus cintranus Boiss & Reuter subsp. cintranus Boiss. & Reuter,Dianthus cintranus Boiss & Reuter subsp. cintranus Boiss. & Reuter,58,
BXL-ORD-2012_Annex II.2,Dianthus deltoids L.,Dianthus deltoids L.,58,
BXL-ORD-2012_Annex II.2,Dianthus diutinus Kit.,Dianthus diutinus Kit.,58,
BXL-ORD-2012_Annex II.2,Dhanthus gratianopolitanus VIII,Dhanthus gratianopolitanus VIII,59,
BXL-ORD-2012_Annex II.2,Dianthus hypanicus Andrz.,Dianthus hypanicus Andrz.,59,
BXL-ORD-2012_Annex II.2,Dianthus lumnitzer Wiesb.,Dianthus lumnitzer Wiesb.,59,
BXL-ORD-2012_Annex II.2,Dianthus marizii (Samp.) Samp.,Dianthus marizii (Samp.) Samp.,59,
BXL-ORD-2012_Annex II.2,Dianthus moravicus Kovanda,Dianthus moravicus Kovanda,59,
BXL-ORD-2012_Annex II.2,Dianthus nitidus Waldst. et Kit.,Dianthus nitidus Waldst. et Kit.,59,
BXL-ORD-2012_Annex II.2,Dianthus plumarius subsp. Regis stephani (Rapcs.) Baksay,Dianthus plumarius subsp. Regis stephani (Rapcs.) Baksay,59,
BXL-ORD-2012_Annex II.2,Dianthus rupicola Biv.,Dianthus rupicola Biv.,59,
BXL-ORD-2012_Annex II.2,Dianthus serotinus Waldst. et Kit.,Dianthus serotinus Waldst. et Kit.,59,
BXL-ORD-2012_Annex II.2,Dianthus urumoffii Stoj. et Acht.,Dianthus urumoffii Stoj. et Acht.,59,
BXL-ORD-2012_Annex II.2,Gypsophila papillosa P. Porta,Gypsophila papillosa P. Porta,59,
BXL-ORD-2012_Annex II.2,Herniaria algarvica Chaudri,Herniaria algarvica Chaudri,59,
BXL-ORD-2012_Annex II.2,Herniaria latifolia Lapeyr. subsp. litardierei gamis,Herniaria latifolia Lapeyr. subsp. litardierei gamis,59,
BXL-ORD-2012_Annex II.2,Herniaria lusitanica (Chaudhri) subsp. berlengiana Chaudhri,Herniaria lusitanica (Chaudhri) subsp. berlengiana Chaudhri,59,
BXL-ORD-2012_Annex II.2,Herniaria maritima Link,Herniaria maritima Link,59,
BXL-ORD-2012_Annex II.2,Herniaria lateriflora (L.) Fenzl.,Herniaria lateriflora (L.) Fenzl.,59,
BXL-ORD-2012_Annex II.2,Lychnis viscaria L.,Lychnis viscaria L.,59,
BXL-ORD-2012_Annex II.2,Minuartia smejkalii Dvorakova,Minuartia smejkalii Dvorakova,59,
BXL-ORD-2012_Annex II.2,Moehringia fontqueri Pau,Moehringia fontqueri Pau,59,
BXL-ORD-2012_Annex II.2,Moehringia hypanica Grynj. et Klok.,Moehringia hypanica Grynj. et Klok.,59,
BXL-ORD-2012_Annex II.2,Moehringia jankae Griseb. ex Janka,Moehringia jankae Griseb. ex Janka,59,
BXL-ORD-2012_Annex II.2,Moehringia lateriflora (L.) Fenzl.,Moehringia lateriflora (L.) Fenzl.,59,
BXL-ORD-2012_Annex II.2,Moehringia tommasini Marches.,Moehringia tommasini Marches.,59,
BXL-ORD-2012_Annex II.2,Moehringia villosa (Wulfen) Fenzl,Moehringia villosa (Wulfen) Fenzl,59,
BXL-ORD-2012_Annex II.2,Petrocoptis grandiflora Rothm.,Petrocoptis grandiflora Rothm.,59,
BXL-ORD-2012_Annex II.2,Petrocoptis montsicciana O. Bolos & Rivas Mart.,Petrocoptis montsicciana O. Bolos & Rivas Mart.,59,
BXL-ORD-2012_Annex II.2,Petrocoptis pseudoviscosa Fernandez Casas,Petrocoptis pseudoviscosa Fernandez Casas,59,
BXL-ORD-2012_Annex II.2,Saponaria halophila Hedge & Hub,Saponaria halophila Hedge & Hub,59,
BXL-ORD-2012_Annex II.2,Silene cretacea Fisch. ex Spreng.,Silene cretacea Fisch. ex Spreng.,59,
BXL-ORD-2012_Annex II.2,Silene furcata Rafin. spp. angustiflora (Rupr.) Walters,Silene furcata Rafin. spp. angustiflora (Rupr.) Walters,59,
BXL-ORD-2012_Annex II.2,Silene haussknechtii Heldr. ex Hausskn.,Silene haussknechtii Heldr. ex Hausskn.,59,
BXL-ORD-2012_Annex II.2,Silene hicesiae Brullo & Signorello,Silene hicesiae Brullo & Signorello,59,
BXL-ORD-2012_Annex II.2,Silene hifacensis Rouy ex Willk.,Silene hifacensis Rouy ex Willk.,59,
BXL-ORD-2012_Annex II.2,Silene holzmanu Heldr. ex Boiss.,Silene holzmanu Heldr. ex Boiss.,59,
BXL-ORD-2012_Annex II.2,Silene longicilia (Brot.) Otth,Silene longicilia (Brot.) Otth,59,
BXL-ORD-2012_Annex II.2,Silene mariana Pau,Silene mariana Pau,59,
BXL-ORD-2012_Annex II.2,Silene orphanidis Boiss.,Silene orphanidis Boiss.,59,
BXL-ORD-2012_Annex II.2,Silene pompeiopolitana Gay ex Boiss.,Silene pompeiopolitana Gay ex Boiss.,59,
BXL-ORD-2012_Annex II.2,Silene rothmaleri Pinto da Silva,Silene rothmaleri Pinto da Silva,59,
BXL-ORD-2012_Annex II.2,Silene salsuginea Hub. Mor.,Silene salsuginea Hub. Mor.,59,
BXL-ORD-2012_Annex II.2,Silene sangaria Coode & Cullen,Silene sangaria Coode & Cullen,59,
BXL-ORD-2012_Annex II.2,Silene velutina Pourret ex Loisel.,Silene velutina Pourret ex Loisel.,59,
BXL-ORD-2012_Annex II.2,Bassia (Kochia) saxicola (Guss.) A. J. Scott,Bassia (Kochia) saxicola (Guss.) A. J. Scott,59,
BXL-ORD-2012_Annex II.2,Beta adanensis Pamuk. apud Aellen,Beta adanensis Pamuk. apud Aellen,59,
BXL-ORD-2012_Annex II.2,Beta trojana Pamuk. apud Aellen,Beta trojana Pamuk. apud Aellen,59,
BXL-ORD-2012_Annex II.2,Cremnophyton lanfrancoi Brullo et Pavone,Cremnophyton lanfrancoi Brullo et Pavone,59,
BXL-ORD-2012_Annex II.2,Halimione pedunculata (L.) Aell.,Halimione pedunculata (L.) Aell.,59,
BXL-ORD-2012_Annex II.2,Kalidiopsis wagenitzii Aellen,Kalidiopsis wagenitzii Aellen,59,
BXL-ORD-2012_Annex II.2,Kochia saxicola Guss.,Kochia saxicola Guss.,59,
BXL-ORD-2012_Annex II.2,Microcnemum coralloides (Loscos & Pardo) Font Quer subsp.anatolicum Wagenitz,Microcnemum coralloides (Loscos & Pardo) Font Quer subsp.anatolicum Wagenitz,59,
BXL-ORD-2012_Annex II.2,Salicornia veneta Pignatti & Lausi,Salicornia veneta Pignatti & Lausi,59,
BXL-ORD-2012_Annex II.2,Salsola anatolica Aellen,Salsola anatolica Aellen,59,
BXL-ORD-2012_Annex II.2,Suaeda cucullata Aellen,Suaeda cucullata Aellen,59,
BXL-ORD-2012_Annex II.2,Cistus palhinhae Ingram,Cistus palhinhae Ingram,59,
BXL-ORD-2012_Annex II.2,Halimium verticillatum (Brot.) Sennen,Halimium verticillatum (Brot.) Sennen,59,
BXL-ORD-2012_Annex II.2,Helianthemum alypoides Losa & Rivas Goday,Helianthemum alypoides Losa & Rivas Goday,59,
BXL-ORD-2012_Annex II.2,Helianthemum arcticum (Grosser) Janch.,Helianthemum arcticum (Grosser) Janch.,59,
BXL-ORD-2012_Annex II.2,Helianthemum capu,Helianthemum capu,59,
BXL-ORD-2012_Annex II.2,Tuberaria major (Willk.) Pinto da Silva & Roseira,Tuberaria major (Willk.) Pinto da Silva & Roseira,59,
BXL-ORD-2012_Annex II.2,Achillea glaberrima Klok.,Achillea glaberrima Klok.,59,
BXL-ORD-2012_Annex II.2,Achillea thracica Velen.,Achillea thracica Velen.,59,
BXL-ORD-2012_Annex II.2,Anacyclus latealatus Hub. Mor,Anacyclus latealatus Hub. Mor,,
BXL-ORD-2012_Annex II.2,Andryala levitomentosa (E. I. Nayardy) P. D. Sell,Andryala levitomentosa (E. I. Nayardy) P. D. Sell,60,
BXL-ORD-2012_Annex II.2,Anthemis glaberrima (Rech. f.) Greuter,Anthemis glaberrima (Rech. f.) Greuter,60,
BXL-ORD-2012_Annex II.2,Anthemis halophila Boiss. & Bal.,Anthemis halophila Boiss. & Bal.,60,
BXL-ORD-2012_Annex II.2,Anthemis trotzkiana Claus ex Bunge.,Anthemis trotzkiana Claus ex Bunge.,60,
BXL-ORD-2012_Annex II.2,Argyranthemum pinnatifidum (L.f.) Lowe subsp. succulentum (Lowe) C. J. Humphries,Argyranthemum pinnatifidum (L.f.) Lowe subsp. succulentum (Lowe) C. J. Humphries,60,
BXL-ORD-2012_Annex II.2,Artemisia campestris L. subsp. bottnica A.N. Lundstrém ex Kindb,Artemisia campestris L. subsp. bottnica A.N. Lundstrém ex Kindb,60,
BXL-ORD-2012_Annex II.2,Artemisia granatensis Boiss.,Artemisia granatensis Boiss.,60,
BXL-ORD-2012_Annex II.2,Artemisia insipida Vill.,Artemisia insipida Vill.,60,
BXL-ORD-2012_Annex II.2,Artemisia laciniata Willd.,Artemisia laciniata Willd.,60,
BXL-ORD-2012_Annex II.2,Artemisia oelandica (Besser) Komaror,Artemisia oelandica (Besser) Komaror,60,
BXL-ORD-2012_Annex II.2,Artemisia pancici (Janka) Ronn.,Artemisia pancici (Janka) Ronn.,60,
BXL-ORD-2012_Annex II.2,Aster pyrenaeus Desf. ex DC.,Aster pyrenaeus Desf. ex DC.,60,
BXL-ORD-2012_Annex II.2,Aster sibiricus L.,Aster sibiricus L.,60,
BXL-ORD-2012_Annex II.2,Aster sorrentini (Tod) Lojac.,Aster sorrentini (Tod) Lojac.,60,
BXL-ORD-2012_Annex II.2,Carduus myriacanthus Salzm ex DC.,Carduus myriacanthus Salzm ex DC.,60,
BXL-ORD-2012_Annex II.2,Carlina diae (Rech.f.) Meusel & Kastener,Carlina diae (Rech.f.) Meusel & Kastener,60,
BXL-ORD-2012_Annex II.2,Carlina onopordifolia Besser,Carlina onopordifolia Besser,60,
BXL-ORD-2012_Annex II.2,Centaurea alba L. subsp. heldreichii (Halacsy) Dostal,Centaurea alba L. subsp. heldreichii (Halacsy) Dostal,60,
BXL-ORD-2012_Annex II.2,Centaurea alba L. subsp. princeps (Boiss. & Heldr.) Gugler,Centaurea alba L. subsp. princeps (Boiss. & Heldr.) Gugler,60,
BXL-ORD-2012_Annex II.2,Centaurea akamantis T. Georgiadis & G. Chatzikyriakou,Centaurea akamantis T. Georgiadis & G. Chatzikyriakou,60,
BXL-ORD-2012_Annex II.2,Centaurea attica Nyman subsp. megarensis (Halacsy & Hayek) Dostal,Centaurea attica Nyman subsp. megarensis (Halacsy & Hayek) Dostal,60,
BXL-ORD-2012_Annex II.2,Centaurea balearica J.D. Rodriguez,Centaurea balearica J.D. Rodriguez,60,
BXL-ORD-2012_Annex II.2,Centaurea borjae Valde,Centaurea borjae Valde,60,
BXL-ORD-2012_Annex II.2,Centaurea citricolor Font Quer,Centaurea citricolor Font Quer,60,
BXL-ORD-2012_Annex II.2,Centaurea corymbosa Pourret,Centaurea corymbosa Pourret,60,
BXL-ORD-2012_Annex II.2,Centaurea dubjanskyi Iljin.,Centaurea dubjanskyi Iljin.,60,
BXL-ORD-2012_Annex II.2,Centaurea gadorensis G Bianca,Centaurea gadorensis G Bianca,60,
BXL-ORD-2012_Annex II.2,Centaurea hermanniu F.Hermann,Centaurea hermanniu F.Hermann,60,
BXL-ORD-2012_Annex II.2,Centaurea horrida Badaro,Centaurea horrida Badaro,60,
BXL-ORD-2012_Annex II.2,Centaurea immanueli,Centaurea immanueli,60,
BXL-ORD-2012_Annex II.2,Centaurea jankae Brandza,Centaurea jankae Brandza,60,
BXL-ORD-2012_Annex II.2,Centaurea kalambakensis Freyn & Sint.,Centaurea kalambakensis Freyn & Sint.,60,
BXL-ORD-2012_Annex II.2,Centaurea kartschiana Scop.,Centaurea kartschiana Scop.,60,
BXL-ORD-2012_Annex II.2,Centaurea lactiflora Halacsy,Centaurea lactiflora Halacsy,60,
BXL-ORD-2012_Annex II.2,Centaurea micrantha Hoffmanns. & Link subsp. hermini (Rouy) Dostal,Centaurea micrantha Hoffmanns. & Link subsp. hermini (Rouy) Dostal,60,
BXL-ORD-2012_Annex II.2,Centaurea niederi Heldr.,Centaurea niederi Heldr.,60,
BXL-ORD-2012_Annex II.2,Centaurea peucedanifolia Boiss. & Orph.,Centaurea peucedanifolia Boiss. & Orph.,60,
BXL-ORD-2012_Annex II.2,Centaurea pineticola Iljin.,Centaurea pineticola Iljin.,60,
BXL-ORD-2012_Annex II.2,Centaurea pinnata Pau,Centaurea pinnata Pau,60,
BXL-ORD-2012_Annex II.2,Centaurea pontica Prodan & E. I. Nyarady,Centaurea pontica Prodan & E. I. Nyarady,60,
BXL-ORD-2012_Annex II.2,Centaurea pseudoleucolepis Kleop,Centaurea pseudoleucolepis Kleop,60,
BXL-ORD-2012_Annex II.2,Centaurea pulvinata (G. Bianca) G. Bianca,Centaurea pulvinata (G. Bianca) G. Bianca,60,
BXL-ORD-2012_Annex II.2,Centaurea rothmalerana (Arénes) Dostal,Centaurea rothmalerana (Arénes) Dostal,60,
BXL-ORD-2012_Annex II.2,Centaurea tchihatcheffii Fich. & Mey.,Centaurea tchihatcheffii Fich. & Mey.,60,
BXL-ORD-2012_Annex II.2,Centaurea vicentina Mariz,Centaurea vicentina Mariz,60,
BXL-ORD-2012_Annex II.2,Cirsium brachycephalum Juratzka,Cirsium brachycephalum Juratzka,60,
BXL-ORD-2012_Annex II.2,Crepis crocifolia Boiss. & Heldr.,Crepis crocifolia Boiss. & Heldr.,60,
BXL-ORD-2012_Annex II.2,Crepis granatensis (Willk.) B. Bianca & M. Cueto,Crepis granatensis (Willk.) B. Bianca & M. Cueto,60,
BXL-ORD-2012_Annex II.2,Crepis purpurea Willd. Bieb.,Crepis purpurea Willd. Bieb.,60,
BXL-ORD-2012_Annex II.2,Crepis pusilla (Sommier) Merxmiiller,Crepis pusilla (Sommier) Merxmiiller,60,
BXL-ORD-2012_Annex II.2,Crepis tectorum L. subsp. Nigrescens,Crepis tectorum L. subsp. Nigrescens,60,
BXL-ORD-2012_Annex II.2,Dendranthema zawadskyi (Herb.) Tzvel.,Dendranthema zawadskyi (Herb.) Tzvel.,60,
BXL-ORD-2012_Annex II.2,Erigeron frigidus Boiss. ex DC.,Erigeron frigidus Boiss. ex DC.,60,
BXL-ORD-2012_Annex II.2,Helichrysum melitense (Pignatti) Brullo et al,Helichrysum melitense (Pignatti) Brullo et al,60,
BXL-ORD-2012_Annex II.2,Helichrysum sibthorpii Rouy,Helichrysum sibthorpii Rouy,60,
BXL-ORD-2012_Annex II.2,Hymenostemma pseudanthemis (Kunze) Willd.,Hymenostemma pseudanthemis (Kunze) Willd.,60,
BXL-ORD-2012_Annex II.2,Hyoseris frutescens Brullo et Pavone,Hyoseris frutescens Brullo et Pavone,60,
BXL-ORD-2012_Annex II.2,Jurinea cyanoides (L.) Reichenb.,Jurinea cyanoides (L.) Reichenb.,60,
BXL-ORD-2012_Annex II.2,Jurinea fontqueri Cuatrec.,Jurinea fontqueri Cuatrec.,60,
BXL-ORD-2012_Annex II.2,Lagoseris purpurea (Willd.) Boiss.,Lagoseris purpurea (Willd.) Boiss.,60,
BXL-ORD-2012_Annex II.2,Lamyropsis microcephala (Moris) Dittrich & Greuter,Lamyropsis microcephala (Moris) Dittrich & Greuter,60,
BXL-ORD-2012_Annex II.2,Leontodon boryi Boiss.,Leontodon boryi Boiss.,60,
BXL-ORD-2012_Annex II.2,Leontodon microcephalus (Boiss. ex DC.) Boiss.,Leontodon microcephalus (Boiss. ex DC.) Boiss.,60,
BXL-ORD-2012_Annex II.2,Leontodon siculus (Guss.) Finch & Sell,Leontodon siculus (Guss.) Finch & Sell,60,
BXL-ORD-2012_Annex II.2,Leuzea longifolia Hoffmanns. & Link,Leuzea longifolia Hoffmanns. & Link,60,
BXL-ORD-2012_Annex II.2,Ligularia sibirica (L.) Cass.,Ligularia sibirica (L.) Cass.,60,
BXL-ORD-2012_Annex II.2,Palaeocyanus crassifolius (Bertoloni) Dostal,Palaeocyanus crassifolius (Bertoloni) Dostal,60,
BXL-ORD-2012_Annex II.2,Picris willkommii (Schultz Bip.) Nyman,Picris willkommii (Schultz Bip.) Nyman,60,
BXL-ORD-2012_Annex II.2,Santolina elegans Boiss. ex DC.,Santolina elegans Boiss. ex DC.,61,
BXL-ORD-2012_Annex II.2,Santolina impressa Hoffmanns & Link,Santolina impressa Hoffmanns & Link,61,
BXL-ORD-2012_Annex II.2,Santolina semidentata Hoffmanns. & Link,Santolina semidentata Hoffmanns. & Link,61,
BXL-ORD-2012_Annex II.2,Saussurea alpina subsp. esthonica (Baer ex Rupr) Kupffer,Saussurea alpina subsp. esthonica (Baer ex Rupr) Kupffer,61,
BXL-ORD-2012_Annex II.2,Senecio caespitosus Brot.,Senecio caespitosus Brot.,61,
BXL-ORD-2012_Annex II.2,Senecio elodes Boiss. ex DC.,Senecio elodes Boiss. ex DC.,61,
BXL-ORD-2012_Annex II.2,Senecio jacobea L. subsp. gotlandicus (Neuman) Sterner,Senecio jacobea L. subsp. gotlandicus (Neuman) Sterner,61,
BXL-ORD-2012_Annex II.2,Senecio lagascanus DC. subsp. lusitanicus (P. Cout.) Pinto da Silva,Senecio lagascanus DC. subsp. lusitanicus (P. Cout.) Pinto da Silva,61,
BXL-ORD-2012_Annex II.2,Senecio nevadensis Boiss. & Reuter,Senecio nevadensis Boiss. & Reuter,61,
BXL-ORD-2012_Annex II.2,Serratula lycopifolia (Vill.) A.Kern,Serratula lycopifolia (Vill.) A.Kern,61,
BXL-ORD-2012_Annex II.2,Serratula tanaitica P. Smirn.,Serratula tanaitica P. Smirn.,61,
BXL-ORD-2012_Annex II.2,Sonchus erzincanicus Matthews,Sonchus erzincanicus Matthews,61,
BXL-ORD-2012_Annex II.2,Tephroseris longifolia (Jacq.) Griseb et Schenk subsp. moravica,Tephroseris longifolia (Jacq.) Griseb et Schenk subsp. moravica,61,
BXL-ORD-2012_Annex II.2,Wagenitzia lancifolia (Sieber ex Sprengel) Dostal,Wagenitzia lancifolia (Sieber ex Sprengel) Dostal,61,
BXL-ORD-2012_Annex II.2,Calystegia soldanella L.,Calystegia soldanella L.,61,
BXL-ORD-2012_Annex II.2,Convolvulus argyrothamnus Greuter,Convolvulus argyrothamnus Greuter,61,
BXL-ORD-2012_Annex II.2,Convolvulus fernandesii Pinto da Silva & Teles,Convolvulus fernandesii Pinto da Silva & Teles,61,
BXL-ORD-2012_Annex II.2,Convolvulus pulvinatus Sa’ad,Convolvulus pulvinatus Sa’ad,61,
BXL-ORD-2012_Annex II.2,Sempervivum funckii var. aqualiense,Sempervivum funckii var. aqualiense,61,
BXL-ORD-2012_Annex II.2,Alyssum akamasicum B.L.Burtt,Alyssum akamasicum B.L.Burtt,61,
BXL-ORD-2012_Annex II.2,Alyssum borzaeanum E. I. Nayardy,Alyssum borzaeanum E. I. Nayardy,61,
BXL-ORD-2012_Annex II.2,Alyssum pyrenaicum Lapeyr.,Alyssum pyrenaicum Lapeyr.,61,
BXL-ORD-2012_Annex II.2,Arabis kennedyae Meikle,Arabis kennedyae Meikle,61,
BXL-ORD-2012_Annex II.2,Arabis sadina (Samp.) P.Cout.,Arabis sadina (Samp.) P.Cout.,61,
BXL-ORD-2012_Annex II.2,Arabis scopoliana Boiss,Arabis scopoliana Boiss,61,
BXL-ORD-2012_Annex II.2,Armoracia macrocarpa (Waldst. & Kit.) Kit. ex Baumg.,Armoracia macrocarpa (Waldst. & Kit.) Kit. ex Baumg.,61,
BXL-ORD-2012_Annex II.2,Aurinia uechtritziana (Bornm.) Cullen et T. R. Dudley,Aurinia uechtritziana (Bornm.) Cullen et T. R. Dudley,61,
BXL-ORD-2012_Annex II.2,Biscutella neustriaca Bonnet,Biscutella neustriaca Bonnet,61,
BXL-ORD-2012_Annex II.2,Biscutella vincentina (Samp.) Rothm.,Biscutella vincentina (Samp.) Rothm.,61,
BXL-ORD-2012_Annex II.2,Boleum asperum (Pers.) Desvaux,Boleum asperum (Pers.) Desvaux,61,
BXL-ORD-2012_Annex II.2,Brassica glabrescens Poldini,Brassica glabrescens Poldini,61,
BXL-ORD-2012_Annex II.2,Brassica hilarionis Post,Brassica hilarionis Post,61,
BXL-ORD-2012_Annex II.2,Brassica insularis Moris,Brassica insularis Moris,61,
BXL-ORD-2012_Annex II.2,Brassica macrocarpa Guss.,Brassica macrocarpa Guss.,61,
BXL-ORD-2012_Annex II.2,Brassica sylvestris (.) Mill. subsp. taurica Tzvel.,Brassica sylvestris (.) Mill. subsp. taurica Tzvel.,61,
BXL-ORD-2012_Annex II.2,Braya linearis Rouy,Braya linearis Rouy,61,
BXL-ORD-2012_Annex II.2,Braya purpurasceus (R.Br.) Bunge,Braya purpurasceus (R.Br.) Bunge,61,
BXL-ORD-2012_Annex II.2,Cochlearia polonica E. Frohlich,Cochlearia polonica E. Frohlich,61,
BXL-ORD-2012_Annex II.2,Cochlearia tatrae Borbas,Cochlearia tatrae Borbas,61,
BXL-ORD-2012_Annex II.2,Coincya rupestris Rouy,Coincya rupestris Rouy,61,
BXL-ORD-2012_Annex II.2,Coronopus navasii Pau,Coronopus navasii Pau,61,
BXL-ORD-2012_Annex II.2,Crambe koktebelica (Junge) N. Busch.,Crambe koktebelica (Junge) N. Busch.,61,
BXL-ORD-2012_Annex II.2,Crambe litwinonowii K. Gross.,Crambe litwinonowii K. Gross.,61,
BXL-ORD-2012_Annex II.2,Crambe tataria Sebeok,Crambe tataria Sebeok,61,
BXL-ORD-2012_Annex II.2,Diplotaxis ibicensis (Pau) Gome,Diplotaxis ibicensis (Pau) Gome,61,
BXL-ORD-2012_Annex II.2,Dziplotaxis siettiana Maire,Dziplotaxis siettiana Maire,61,
BXL-ORD-2012_Annex II.2,Diplotaxis vicentina (P. Cout.) Rothm.,Diplotaxis vicentina (P. Cout.) Rothm.,61,
BXL-ORD-2012_Annex II.2,Draba aizoides L.,Draba aizoides L.,61,
BXL-ORD-2012_Annex II.2,Draba cacuminum Elis Ekman,Draba cacuminum Elis Ekman,61,
BXL-ORD-2012_Annex II.2,Draba cinerea Adams,Draba cinerea Adams,61,
BXL-ORD-2012_Annex II.2,Draba dorneri Heuffel.,Draba dorneri Heuffel.,61,
BXL-ORD-2012_Annex II.2,FErucastrum palustre (Pirona) Vis.,FErucastrum palustre (Pirona) Vis.,61,
BXL-ORD-2012_Annex II.2,Erysimum pieninicum (Zapal.) Pawl.,Erysimum pieninicum (Zapal.) Pawl.,61,
BXL-ORD-2012_Annex II.2,Iberis arbuscula Runemark,Iberis arbuscula Runemark,61,
BXL-ORD-2012_Annex II.2,Iberis procumbens Lange subsp. microcarpa Franco & Pinto da Silva,Iberis procumbens Lange subsp. microcarpa Franco & Pinto da Silva,61,
BXL-ORD-2012_Annex II.2,Jonopsidium acaule (Desf.) Reichenb.,Jonopsidium acaule (Desf.) Reichenb.,61,
BXL-ORD-2012_Annex II.2,Jonopsiditum savianum (Caruel) Ball ex Arcang.,Jonopsiditum savianum (Caruel) Ball ex Arcang.,61,
BXL-ORD-2012_Annex II.2,Lepidium turezaninowii Lipsky.,Lepidium turezaninowii Lipsky.,61,
BXL-ORD-2012_Annex II.2,Lunaria rediviva L.,Lunaria rediviva L.,61,
BXL-ORD-2012_Annex II.2,Murbeckiella sousae Rothm.,Murbeckiella sousae Rothm.,61,
BXL-ORD-2012_Annex II.2,Rhynchosinapis erucastrum (L.) Dandy ex Clapham subsp. cintrana (Coutinho),Rhynchosinapis erucastrum (L.) Dandy ex Clapham subsp. cintrana (Coutinho),61,
BXL-ORD-2012_Annex II.2,Schivereckia podolica (Besser) Andrz.,Schivereckia podolica (Besser) Andrz.,62,
BXL-ORD-2012_Annex II.2,Sisymbrium cavanillesianum Valdes & Castroviejo,Sisymbrium cavanillesianum Valdes & Castroviejo,62,
BXL-ORD-2012_Annex II.2,Sisymbrium confertum Stev.,Sisymbrium confertum Stev.,62,
BXL-ORD-2012_Annex II.2,Sisymbrium supinum L.,Sisymbrium supinum L.,62,
BXL-ORD-2012_Annex II.2,Thlaspi cariense A.Carlstrém,Thlaspi cariense A.Carlstrém,62,
BXL-ORD-2012_Annex II.2,Thlaspi jankae A. Kern.,Thlaspi jankae A. Kern.,62,
BXL-ORD-2012_Annex II.2,Juniperus communis L.,Juniperus communis L.,62,
BXL-ORD-2012_Annex II.2,Carex holostoma Drejer,Carex holostoma Drejer,62,
BXL-ORD-2012_Annex II.2,Carex panormitana Guss.,Carex panormitana Guss.,62,
BXL-ORD-2012_Annex II.2,Carex secalina Willd. ex Wahlenb.,Carex secalina Willd. ex Wahlenb.,62,
BXL-ORD-2012_Annex II.2,Eleocharis carniolica Koch,Eleocharis carniolica Koch,62,
BXL-ORD-2012_Annex II.2,Borderea chouardii (Gaussen) Heslot,Borderea chouardii (Gaussen) Heslot,62,
BXL-ORD-2012_Annex II.2,Tamus communis L.,Tamus communis L,62,
BXL-ORD-2012_Annex II.2,Dipsacus cephalarioides Mathews & Kupicha,Dipsacus cephalarioides Mathews & Kupicha,62,
